movie_id,movie_title,release_date,language,directed_by
1270,Extremely Loud & Incredibly Close ,2011.0,English,Stephen Daldry
1271,Morning Glory ,2010.0,English,Roger Michell
1272,Get Rich or Die Tryin' ,2005.0,English,Jim Sheridan
1273,The Art of War ,2000.0,English,Christian Duguay
1274,Rent ,2005.0,English,Chris Columbus
1275,Bless the Child ,2000.0,English,Chuck Russell
1276,The Out-of-Towners ,1999.0,English,Sam Weisman
1277,The Island of Dr. Moreau ,1996.0,English,John Frankenheimer
1278,The Musketeer ,2001.0,English,Peter Hyams
1279,The Other Boleyn Girl ,2008.0,English,Justin Chadwick
1280,Sweet November ,2001.0,English,Pat O'Connor
1281,The Reaping ,2007.0,English,Stephen Hopkins
1282,Mean Streets ,1973.0,English,Martin Scorsese
1283,Renaissance Man ,1994.0,English,Penny Marshall
1284,Colombiana ,2011.0,English,Olivier Megaton
1285,The Magic Sword: Quest for Camelot ,1998.0,English,Frederik Du Chau
1286,City by the Sea ,2002.0,English,Michael Caton-Jones
1287,At First Sight ,1999.0,English,Irwin Winkler
1288,Torque ,2004.0,English,Joseph Kahn
1289,City Hall ,1996.0,English,Harold Becker
1290,Showgirls ,1995.0,English,Paul Verhoeven
1291,Marie Antoinette ,2006.0,English,Sofia Coppola
1292,Kiss of Death ,1995.0,English,Barbet Schroeder
1293,Get Carter ,2000.0,English,Stephen Kay
1294,The Impossible ,2012.0,English,J.A. Bayona
1295,Ishtar ,1987.0,English,Elaine May
1296,Fantastic Mr. Fox ,2009.0,English,Wes Anderson
1297,Life or Something Like It ,2002.0,English,Stephen Herek
1298,Memoirs of an Invisible Man ,1992.0,English,John Carpenter
1299,Amélie ,2001.0,French,Jean-Pierre Jeunet
1300,New York Minute ,2004.0,English,Dennie Gordon
1301,Alfie ,2004.0,English,Charles Shyer
1302,Big Miracle ,2012.0,English,Ken Kwapis
1303,The Deep End of the Ocean ,1999.0,English,Ulu Grosbard
1304,Feardotcom ,2002.0,English,William Malone
1305,Cirque du Freak: The Vampire's Assistant ,2009.0,English,Paul Weitz
1306,Victor Frankenstein ,2015.0,English,Paul McGuigan
1307,Duplex ,2003.0,English,Danny DeVito
1308,Soul Men ,2008.0,English,Malcolm D. Lee
1309,Raise the Titanic ,1980.0,English,Jerry Jameson
1310,Universal Soldier: The Return ,1999.0,English,Mic Rodgers
1311,Pandorum ,2009.0,English,Christian Alvart
1312,Impostor ,2001.0,English,Gary Fleder
1313,Extreme Ops ,2002.0,English,Christian Duguay
1314,Just Visiting ,2001.0,English,Jean-Marie Poiré
1315,Sunshine ,2007.0,English,Danny Boyle
1316,A Thousand Words ,2012.0,English,Brian Robbins
1317,Delgo ,2008.0,English,Marc F. Adler
1318,The Gunman ,2015.0,English,Pierre Morel
1319,Alex Rider: Operation Stormbreaker ,2006.0,English,Geoffrey Sax
1320,Disturbia ,2007.0,English,D.J. Caruso
1321,Hackers ,1995.0,English,Iain Softley
1322,The Hunting Party ,2007.0,English,Richard Shepard
1323,The Hudsucker Proxy ,1994.0,English,Joel Coen
1324,The Warlords ,2007.0,Mandarin,Peter Ho-Sun Chan
1325,Nomad: The Warrior ,2005.0,Kazakh,Sergey Bodrov
1326,Snowpiercer ,2013.0,English,Joon-ho Bong
1327,A Monster in Paris ,2011.0,French,Bibo Bergeron
1328,The Last Shot ,2004.0,English,Jeff Nathanson
1329,The Crow ,1994.0,English,Alex Proyas
1330,Baahubali: The Beginning ,2015.0,Telugu,S.S. Rajamouli
1331,The Time Traveler's Wife ,2009.0,English,Robert Schwentke
1332,Because I Said So ,2007.0,English,Michael Lehmann
1333,The Fast and the Furious ,2001.0,English,Rob Cohen
1334,Frankenweenie ,2012.0,English,Tim Burton
1335,Serenity ,2005.0,English,Joss Whedon
1336,Against the Ropes ,2004.0,English,Charles S. Dutton
1337,Superman III ,1983.0,English,Richard Lester
1338,Grudge Match ,2013.0,English,Peter Segal
1339,Red Cliff ,2008.0,Mandarin,John Woo
1340,Sweet Home Alabama ,2002.0,English,Andy Tennant
1341,The Ugly Truth ,2009.0,English,Robert Luketic
1342,Sgt. Bilko ,1996.0,English,Jonathan Lynn
1343,Spy Kids 2: Island of Lost Dreams ,2002.0,English,Robert Rodriguez
1344,Star Trek: Generations ,1994.0,English,David Carson
1345,The Grandmaster ,2013.0,Mandarin,Kar-Wai Wong
1346,Water for Elephants ,2011.0,English,Francis Lawrence
1347,3rd Rock from the Sun             ,,English,
1348,Dragon Nest: Warriors' Dawn ,2014.0,English,Yuefeng Song
1349,The Hurricane ,1999.0,English,Norman Jewison
1350,Enough ,2002.0,English,Michael Apted
1351,Heartbreakers ,2001.0,English,David Mirkin
1352,Paul Blart: Mall Cop 2 ,2015.0,English,Andy Fickman
1353,Angel Eyes ,2001.0,English,Luis Mandoki
1354,Joe Somebody ,2001.0,English,John Pasquin
1355,The Ninth Gate ,1999.0,English,Roman Polanski
1356,Extreme Measures ,1996.0,English,Michael Apted
1357,Rock Star ,2001.0,English,Stephen Herek
1358,Precious ,2009.0,English,Lee Daniels
1359,White Squall ,1996.0,English,Ridley Scott
1360,The Thing ,1982.0,English,John Carpenter
1361,Riddick ,2013.0,English,David Twohy
1362,Switchback ,1997.0,English,Jeb Stuart
1363,Texas Rangers ,2001.0,English,Steve Miner
1364,City of Ember ,2008.0,English,Gil Kenan
1365,The Master ,2012.0,English,Paul Thomas Anderson
1366,Virgin Territory ,2007.0,English,David Leland
1367,The Express ,2008.0,English,Gary Fleder
1368,The 5th Wave ,2016.0,English,J Blakeson
1369,Creed ,2015.0,English,Ryan Coogler
1370,The Town ,2010.0,English,Ben Affleck
1371,What to Expect When You're Expecting ,2012.0,English,Kirk Jones
1372,Burn After Reading ,2008.0,English,Ethan Coen
1373,Nim's Island ,2008.0,English,Jennifer Flackett
1374,Rush ,2013.0,English,Ron Howard
1375,Magnolia ,1999.0,English,Paul Thomas Anderson
1376,Cop Out ,2010.0,English,Kevin Smith
1377,How to Be Single ,2016.0,English,Christian Ditter
1378,Dolphin Tale ,2011.0,English,Charles Martin Smith
1379,Twilight ,2008.0,English,Catherine Hardwicke
1380,John Q ,2002.0,English,Nick Cassavetes
1381,Blue Streak ,1999.0,English,Les Mayfield
1382,We're the Millers ,2013.0,English,Rawson Marshall Thurber
1383,Obitaemyy ostrov ,2009.0,Russian,Fedor Bondarchuk
1384,Breakdown ,1997.0,English,Jonathan Mostow
1385,Never Say Never Again ,1983.0,English,Irvin Kershner
1386,Hot Tub Time Machine ,2010.0,English,Steve Pink
1387,Dolphin Tale 2 ,2014.0,English,Charles Martin Smith
1388,Reindeer Games ,2000.0,English,John Frankenheimer
1389,A Man Apart ,2003.0,English,F. Gary Gray
1390,Aloha ,2015.0,English,Cameron Crowe
1391,Ghosts of Mississippi ,1996.0,English,Rob Reiner
1392,Snow Falling on Cedars ,1999.0,English,Scott Hicks
1393,The Rite ,2011.0,English,Mikael Håfström
1394,Gattaca ,1997.0,English,Andrew Niccol
1395,Isn't She Great ,2000.0,English,Andrew Bergman
1396,Space Chimps ,2008.0,English,Kirk De Micco
1397,Head of State ,2003.0,English,Chris Rock
1398,The Hangover ,2009.0,English,Todd Phillips
1399,Ip Man 3 ,2015.0,Cantonese,Wilson Yip
1400,Austin Powers: The Spy Who Shagged Me ,1999.0,English,Jay Roach
1401,Batman ,1989.0,English,Tim Burton
1402,There Be Dragons ,2011.0,English,Roland Joffé
1403,Lethal Weapon 3 ,1992.0,English,Richard Donner
1404,The Blind Side ,2009.0,English,John Lee Hancock
1405,Rush Hour             ,,English,
1406,Spy Kids ,2001.0,English,Robert Rodriguez
1407,Horrible Bosses ,2011.0,English,Seth Gordon
1408,True Grit ,2010.0,English,Ethan Coen
1409,The Devil Wears Prada ,2006.0,English,David Frankel
1410,Star Trek: The Motion Picture ,1979.0,English,Robert Wise
1411,Identity Thief ,2013.0,English,Seth Gordon
1412,Cape Fear ,1991.0,English,Martin Scorsese
1413,21 ,2008.0,English,Robert Luketic
1414,Trainwreck ,2015.0,English,Judd Apatow
1415,Guess Who ,2005.0,English,Kevin Rodney Sullivan
1416,The English Patient ,1996.0,English,Anthony Minghella
1417,L.A. Confidential ,1997.0,English,Curtis Hanson
1418,Sky High ,2005.0,English,Mike Mitchell
1419,In & Out ,1997.0,English,Frank Oz
1420,Species ,1995.0,English,Roger Donaldson
1421,A Nightmare on Elm Street ,1984.0,English,Wes Craven
1422,The Cell ,2000.0,English,Tarsem Singh
1423,The Man in the Iron Mask ,1998.0,English,Randall Wallace
1424,Secretariat ,2010.0,English,Randall Wallace
1425,TMNT ,2007.0,English,Kevin Munroe
1426,Radio ,2003.0,English,Michael Tollin
1427,Friends with Benefits ,2011.0,English,Will Gluck
1428,Neighbors 2: Sorority Rising ,2016.0,English,Nicholas Stoller
1429,Saving Mr. Banks ,2013.0,English,John Lee Hancock
1430,Malcolm X ,1992.0,English,Spike Lee
1431,This Is 40 ,2012.0,English,Judd Apatow
1432,Old Dogs ,2009.0,English,Walt Becker
1433,Underworld: Rise of the Lycans ,2009.0,English,Patrick Tatopoulos
1434,License to Wed ,2007.0,English,Ken Kwapis
1435,The Benchwarmers ,2006.0,English,Dennis Dugan
1436,Must Love Dogs ,2005.0,English,Gary David Goldberg
1437,Donnie Brasco ,1997.0,English,Mike Newell
1438,Resident Evil ,2002.0,English,Paul W.S. Anderson
1439,Poltergeist ,1982.0,English,Tobe Hooper
1440,The Ladykillers ,2004.0,English,Ethan Coen
1441,Max Payne ,2008.0,English,John Moore
1442,In Time ,2011.0,English,Andrew Niccol
1443,The Back-up Plan ,2010.0,English,Alan Poul
1444,Something Borrowed ,2011.0,English,Luke Greenfield
1445,Hit the Floor             ,,English,
1446,Black Knight ,2001.0,English,Gil Junger
1447,The Bad News Bears ,1976.0,English,Michael Ritchie
1448,Street Fighter ,1994.0,English,Steven E. de Souza
1449,The Pianist ,2002.0,English,Roman Polanski
1450,From Hell ,2001.0,English,Albert Hughes
1451,The Nativity Story ,2006.0,English,Catherine Hardwicke
1452,House of Wax ,2005.0,English,Jaume Collet-Serra
1453,Closer ,2004.0,English,Mike Nichols
1454,J. Edgar ,2011.0,English,Clint Eastwood
1455,Mirrors ,2008.0,English,Alexandre Aja
1456,Queen of the Damned ,2002.0,English,Michael Rymer
1457,Predator 2 ,1990.0,English,Stephen Hopkins
1458,Untraceable ,2008.0,English,Gregory Hoblit
1459,Blast from the Past ,1999.0,English,Hugh Wilson
1460,Flash Gordon ,1980.0,English,Mike Hodges
1461,Jersey Girl ,2004.0,English,Kevin Smith
1462,Alex Cross ,2012.0,English,Rob Cohen
1463,Midnight in the Garden of Good and Evil ,1997.0,English,Clint Eastwood
1464,Heist ,2015.0,English,Scott Mann
1465,Nanny McPhee Returns ,2010.0,English,Susanna White
1466,Hoffa ,1992.0,English,Danny DeVito
1467,The X Files: I Want to Believe ,2008.0,English,Chris Carter
1468,Ella Enchanted ,2004.0,English,Tommy O'Haver
1469,Concussion ,2015.0,English,Peter Landesman
1470,Abduction ,2011.0,English,John Singleton
1471,Valiant ,2005.0,English,Gary Chapman
1472,Wonder Boys ,2000.0,English,Curtis Hanson
1473,Superhero Movie ,2008.0,English,Craig Mazin
1474,Broken City ,2013.0,English,Allen Hughes
1475,Cursed ,2005.0,English,Wes Craven
1476,Premium Rush ,2012.0,English,David Koepp
1477,Hot Pursuit ,2015.0,English,Anne Fletcher
1478,The Four Feathers ,2002.0,English,Shekhar Kapur
1479,Parker ,2013.0,English,Taylor Hackford
1480,Wimbledon ,2004.0,English,Richard Loncraine
1481,Furry Vengeance ,2010.0,English,Roger Kumble
1482,Bait ,2012.0,English,Kimble Rendall
1483,Krull ,1983.0,English,Peter Yates
1484,Lions for Lambs ,2007.0,English,Robert Redford
1485,Flight of the Intruder ,1991.0,English,John Milius
1486,Walk Hard: The Dewey Cox Story ,2007.0,English,Jake Kasdan
1487,The Shipping News ,2001.0,English,Lasse Hallström
1488,American Outlaws ,2001.0,English,Les Mayfield
1489,The Young Victoria ,2009.0,English,Jean-Marc Vallée
1490,Whiteout ,2009.0,English,Dominic Sena
1491,The Tree of Life ,2011.0,English,Terrence Malick
1492,Knock Off ,1998.0,English,Hark Tsui
1493,Sabotage ,2014.0,English,David Ayer
1494,The Order ,2003.0,English,Brian Helgeland
1495,Punisher: War Zone ,2008.0,English,Lexi Alexander
1496,Zoom ,2006.0,English,Peter Hewitt
1497,The Walk ,2015.0,English,Robert Zemeckis
1498,Warriors of Virtue ,1997.0,English,Ronny Yu
1499,A Good Year ,2006.0,English,Ridley Scott
1500,Luther             ,,English,
1501,Radio Flyer ,1992.0,English,Richard Donner
1502,"Blood In, Blood Out ",1993.0,English,Taylor Hackford
1503,Smilla's Sense of Snow ,1997.0,English,Bille August
1504,Femme Fatale ,2002.0,English,Brian De Palma
1505,Lion of the Desert ,1980.0,English,Moustapha Akkad
1506,The Horseman on the Roof ,1995.0,French,Jean-Paul Rappeneau
1507,Ride with the Devil ,1999.0,English,Ang Lee
1508,Biutiful ,2010.0,Spanish,Alejandro G. Iñárritu
1509,The Lovers ,2015.0,English,Roland Joffé
1510,Bandidas ,2006.0,English,Joachim Rønning
1511,Black Water Transit ,2009.0,English,Tony Kaye
1512,The Maze Runner ,2014.0,English,Wes Ball
1513,Unfinished Business ,2015.0,English,Ken Scott
1514,The Age of Innocence ,1993.0,English,Martin Scorsese
1515,The Fountain ,2006.0,English,Darren Aronofsky
1516,Chill Factor ,1999.0,English,Hugh Johnson
1517,Stolen ,2012.0,English,Simon West
1518,Ponyo ,2008.0,Japanese,Hayao Miyazaki
1519,The Longest Ride ,2015.0,English,George Tillman Jr.
1520,The Astronaut's Wife ,1999.0,English,Rand Ravich
1521,I Dreamed of Africa ,2000.0,English,Hugh Hudson
1522,Playing for Keeps ,2012.0,English,Gabriele Muccino
1523,Mandela: Long Walk to Freedom ,2013.0,English,Justin Chadwick
1524,Reds ,1981.0,English,Warren Beatty
1525,A Few Good Men ,1992.0,English,Rob Reiner
1526,Exit Wounds ,2001.0,English,Andrzej Bartkowiak
1527,Big Momma's House ,2000.0,English,Raja Gosnell
1528,Thunder and the House of Magic ,2013.0,English,Jeremy Degruson
1529,The Darkest Hour ,2011.0,English,Chris Gorak
1530,Step Up Revolution ,2012.0,English,Scott Speer
1531,Snakes on a Plane ,2006.0,English,David R. Ellis
1532,The Watcher ,2000.0,English,Joe Charbanic
1533,The Punisher ,2004.0,English,Jonathan Hensleigh
1534,Goal! The Dream Begins ,2005.0,English,Danny Cannon
1535,Safe ,2012.0,English,Boaz Yakin
1536,Pushing Tin ,1999.0,English,Mike Newell
1537,Star Wars: Episode VI - Return of the Jedi ,1983.0,English,Richard Marquand
1538,Doomsday ,2008.0,English,Neil Marshall
1539,The Reader ,2008.0,English,Stephen Daldry
1540,Wanderlust ,2012.0,English,David Wain
1541,Elf ,2003.0,English,Jon Favreau
1542,Phenomenon ,1996.0,English,Jon Turteltaub
1543,Snow Dogs ,2002.0,English,Brian Levant
1544,Scrooged ,1988.0,English,Richard Donner
1545,Nacho Libre ,2006.0,English,Jared Hess
1546,Bridesmaids ,2011.0,English,Paul Feig
1547,This Is the End ,2013.0,English,Evan Goldberg
1548,Stigmata ,1999.0,English,Rupert Wainwright
1549,Men of Honor ,2000.0,English,George Tillman Jr.
1550,Takers ,2010.0,English,John Luessenhop
1551,The Big Wedding ,2013.0,English,Justin Zackham
1552,"Big Mommas: Like Father, Like Son ",2011.0,English,John Whitesell
1553,Source Code ,2011.0,English,Duncan Jones
1554,Alive ,1993.0,English,Frank Marshall
1555,The Number 23 ,2007.0,English,Joel Schumacher
1556,The Young and Prodigious T.S. Spivet ,2013.0,English,Jean-Pierre Jeunet
1557,1941 ,1979.0,English,Steven Spielberg
1558,Dreamer: Inspired by a True Story ,2005.0,English,John Gatins
1559,A History of Violence ,2005.0,English,David Cronenberg
1560,Transporter 2 ,2005.0,English,Louis Leterrier
1561,The Quick and the Dead ,1995.0,English,Sam Raimi
1562,Laws of Attraction ,2004.0,English,Peter Howitt
1563,Bringing Out the Dead ,1999.0,English,Martin Scorsese
1564,Repo Men ,2010.0,English,Miguel Sapochnik
1565,Dragon Wars: D-War ,2007.0,English,Hyung-rae Shim
1566,Bogus ,1996.0,English,Norman Jewison
1567,The Incredible Burt Wonderstone ,2013.0,English,Don Scardino
1568,Cats Don't Dance ,1997.0,English,Mark Dindal
1569,Cradle Will Rock ,1999.0,English,Tim Robbins
1570,The Good German ,2006.0,English,Steven Soderbergh
1571,George and the Dragon ,2004.0,English,Tom Reeve
1572,Apocalypse Now ,1979.0,English,Francis Ford Coppola
1573,Going the Distance ,2010.0,English,Nanette Burstein
1574,Mr. Holland's Opus ,1995.0,English,Stephen Herek
1575,Criminal ,2016.0,English,Ariel Vromen
1576,Out of Africa ,1985.0,English,Sydney Pollack
1577,Flight ,2012.0,English,Robert Zemeckis
1578,Moonraker ,1979.0,English,Lewis Gilbert
1579,The Grand Budapest Hotel ,2014.0,English,Wes Anderson
1580,Hearts in Atlantis ,2001.0,English,Scott Hicks
1581,Arachnophobia ,1990.0,English,Frank Marshall
1582,Frequency ,2000.0,English,Gregory Hoblit
1583,Ghostbusters ,2016.0,English,Paul Feig
1584,Vacation ,2015.0,English,John Francis Daley
1585,Get Shorty ,1995.0,English,Barry Sonnenfeld
1586,Chicago ,2002.0,English,Rob Marshall
1587,Big Daddy ,1999.0,English,Dennis Dugan
1588,American Pie 2 ,2001.0,English,J.B. Rogers
1589,Toy Story ,1995.0,English,John Lasseter
1590,Speed ,1994.0,English,Jan de Bont
1591,The Vow ,2012.0,English,Michael Sucsy
1592,Extraordinary Measures ,2010.0,English,Tom Vaughan
1593,Remember the Titans ,2000.0,English,Boaz Yakin
1594,The Hunt for Red October ,1990.0,English,John McTiernan
1595,Lee Daniels' The Butler ,2013.0,English,Lee Daniels
1596,Dodgeball: A True Underdog Story ,2004.0,English,Rawson Marshall Thurber
1597,The Addams Family ,1991.0,English,Barry Sonnenfeld
1598,Ace Ventura: When Nature Calls ,1995.0,English,Steve Oedekerk
1599,The Princess Diaries ,2001.0,English,Garry Marshall
1600,The First Wives Club ,1996.0,English,Hugh Wilson
1601,Se7en ,1995.0,English,David Fincher
1602,District 9 ,2009.0,English,Neill Blomkamp
1603,The SpongeBob SquarePants Movie ,2004.0,English,Stephen Hillenburg
1604,Mystic River ,2003.0,English,Clint Eastwood
1605,Million Dollar Baby ,2004.0,English,Clint Eastwood
1606,Analyze This ,1999.0,English,Harold Ramis
1607,The Notebook ,2004.0,English,Nick Cassavetes
1608,27 Dresses ,2008.0,English,Anne Fletcher
1609,Hannah Montana: The Movie ,2009.0,English,Peter Chelsom
1610,Rugrats in Paris: The Movie ,2000.0,English,Stig Bergqvist
1611,The Prince of Tides ,1991.0,English,Barbra Streisand
1612,Legends of the Fall ,1994.0,English,Edward Zwick
1613,Up in the Air ,2009.0,English,Jason Reitman
1614,About Schmidt ,2002.0,English,Alexander Payne
1615,Warm Bodies ,2013.0,English,Jonathan Levine
1616,Looper ,2012.0,English,Rian Johnson
1617,Down to Earth ,2001.0,English,Chris Weitz
1618,Babe ,1995.0,English,Chris Noonan
1619,Hope Springs ,2012.0,English,David Frankel
1620,Forgetting Sarah Marshall ,2008.0,English,Nicholas Stoller
1621,Friday Night Lights             ,,English,
1622,Four Brothers ,2005.0,English,John Singleton
1623,Baby Mama ,2008.0,English,Michael McCullers
1624,Hope Floats ,1998.0,English,Forest Whitaker
1625,Bride Wars ,2009.0,English,Gary Winick
1626,Without a Paddle ,2004.0,English,Steven Brill
1627,13 Going on 30 ,2004.0,English,Gary Winick
1628,Midnight in Paris ,2011.0,English,Woody Allen
1629,The Nut Job ,2014.0,English,Peter Lepeniotis
1630,Blow ,2001.0,English,Ted Demme
1631,Message in a Bottle ,1999.0,English,Luis Mandoki
1632,Star Trek V: The Final Frontier ,1989.0,English,William Shatner
1633,Like Mike ,2002.0,English,John Schultz
1634,Naked Gun 33 1/3: The Final Insult ,1994.0,English,Peter Segal
1635,A View to a Kill ,1985.0,English,John Glen
1636,The Curse of the Were-Rabbit ,2005.0,English,Steve Box
1637,P.S. I Love You ,2007.0,English,Richard LaGravenese
1638,Racing Stripes ,2005.0,English,Frederik Du Chau
1639,Atonement ,2007.0,English,Joe Wright
1640,Letters to Juliet ,2010.0,English,Gary Winick
1641,Black Rain ,1989.0,English,Ridley Scott
1642,The Three Stooges ,2012.0,English,Bobby Farrelly
1643,Corpse Bride ,2005.0,English,Tim Burton
1644,Glory Road ,2006.0,English,James Gartner
1645,Sicario ,2015.0,English,Denis Villeneuve
1646,Southpaw ,2015.0,English,Antoine Fuqua
1647,Drag Me to Hell ,2009.0,English,Sam Raimi
1648,The Age of Adaline ,2015.0,English,Lee Toland Krieger
1649,Secondhand Lions ,2003.0,English,Tim McCanlies
1650,Step Up 3D ,2010.0,English,Jon M. Chu
1651,Blue Crush ,2002.0,English,John Stockwell
1652,Stranger Than Fiction ,2006.0,English,Marc Forster
1653,30 Days of Night ,2007.0,English,David Slade
1654,The Cabin in the Woods ,2012.0,English,Drew Goddard
1655,Meet the Spartans ,2008.0,English,Jason Friedberg
1656,Midnight Run ,1988.0,English,Martin Brest
1657,The Running Man ,1987.0,English,Paul Michael Glaser
1658,Little Shop of Horrors ,1986.0,English,Frank Oz
1659,Hanna ,2011.0,English,Joe Wright
1660,The Family             ,,English,
1661,Mortal Kombat: Annihilation ,1997.0,English,John R. Leonetti
1662,Larry Crowne ,2011.0,English,Tom Hanks
1663,Carrie ,2013.0,English,Kimberly Peirce
1664,Take the Lead ,2006.0,English,Liz Friedlander
1665,Entourage             ,,English,
1666,Gridiron Gang ,2006.0,English,Phil Joanou
1667,What's the Worst That Could Happen? ,2001.0,English,Sam Weisman
1668,9 ,2009.0,English,Shane Acker
1669,Side Effects ,2013.0,English,Steven Soderbergh
1670,The Prince and Me ,2004.0,English,Martha Coolidge
1671,Winnie the Pooh ,2011.0,English,Stephen J. Anderson
1672,Dumb and Dumberer: When Harry Met Lloyd ,2003.0,English,Troy Miller
1673,Bulworth ,1998.0,English,Warren Beatty
1674,Get on Up ,2014.0,English,Tate Taylor
1675,One True Thing ,1998.0,English,Carl Franklin
1676,Virtuosity ,1995.0,English,Brett Leonard
1677,My Super Ex-Girlfriend ,2006.0,English,Ivan Reitman
1678,Deliver Us from Evil ,2014.0,English,Scott Derrickson
1679,Sanctum ,2011.0,English,Alister Grierson
1680,Little Black Book ,2004.0,English,Nick Hurran
1681,The Five-Year Engagement ,2012.0,English,Nicholas Stoller
1682,Mr 3000 ,2004.0,English,Charles Stone III
1683,The Next Three Days ,2010.0,English,Paul Haggis
1684,Ultraviolet ,2006.0,English,Kurt Wimmer
1685,Assault on Precinct 13 ,2005.0,English,Jean-François Richet
1686,The Replacement Killers ,1998.0,English,Antoine Fuqua
1687,Fled ,1996.0,English,Kevin Hooks
1688,Eight Legged Freaks ,2002.0,English,Ellory Elkayem
1689,Love & Other Drugs ,2010.0,English,Edward Zwick
1690,88 Minutes ,2007.0,English,Jon Avnet
1691,North Country ,2005.0,English,Niki Caro
1692,The Whole Ten Yards ,2004.0,English,Howard Deutch
1693,Splice ,2009.0,English,Vincenzo Natali
1694,Howard the Duck ,1986.0,English,Willard Huyck
1695,Pride and Glory ,2008.0,English,Gavin O'Connor
1696,The Cave ,2005.0,English,Bruce Hunt
1697,Alex & Emma ,2003.0,English,Rob Reiner
1698,Wicker Park ,2004.0,English,Paul McGuigan
1699,Fright Night ,2011.0,English,Craig Gillespie
1700,The New World ,2005.0,English,Terrence Malick
1701,Wing Commander ,1999.0,English,Chris Roberts
1702,In Dreams ,1999.0,English,Neil Jordan
1703,Dragonball: Evolution ,2009.0,English,James Wong
1704,The Last Stand ,2013.0,English,Jee-woon Kim
1705,Godsend ,2004.0,English,Nick Hamm
1706,Chasing Liberty ,2004.0,English,Andy Cadiff
1707,Hoodwinked Too! Hood vs. Evil ,2011.0,English,Mike Disa
1708,An Unfinished Life ,2005.0,English,Lasse Hallström
1709,The Imaginarium of Doctor Parnassus ,2009.0,English,Terry Gilliam
1710,Barney's Version ,2010.0,English,Richard J. Lewis
1711,Trapped             ,,Icelandic,
1712,Runner Runner ,2013.0,English,Brad Furman
1713,Antitrust ,2001.0,English,Peter Howitt
1714,Glory ,1989.0,English,Edward Zwick
1715,Once Upon a Time in America ,1984.0,English,Sergio Leone
1716,Dead Man Down ,2013.0,English,Niels Arden Oplev
1717,The Merchant of Venice ,2004.0,English,Michael Radford
1718,The Good Thief ,2002.0,English,Neil Jordan
1719,Supercross ,2005.0,English,Steve Boyum
1720,Miss Potter ,2006.0,English,Chris Noonan
1721,The Promise ,2005.0,Mandarin,Kaige Chen
1722,DOA: Dead or Alive ,2006.0,English,Corey Yuen
1723,The Assassination of Jesse James by the Coward Robert Ford ,2007.0,English,Andrew Dominik
1724,1911 ,2011.0,Mandarin,Li Zhang
1725,Little Nicholas ,2009.0,French,Laurent Tirard
1726,Wild Card ,2015.0,English,Simon West
1727,Machine Gun Preacher ,2011.0,English,Marc Forster
1728,Animals United ,2010.0,German,Reinhard Klooss
1729,The Color of Freedom ,2007.0,English,Bille August
1730,United Passions ,2014.0,English,Frédéric Auburtin
1731,Grace of Monaco ,2014.0,English,Olivier Dahan
1732,A Warrior's Tail ,2015.0,Russian,Maksim Fadeev
1733,Ripley's Game ,2002.0,English,Liliana Cavani
1734,Sausage Party ,2016.0,English,Greg Tiernan
1735,Pitch Perfect 2 ,2015.0,English,Elizabeth Banks
1736,Walk the Line ,2005.0,English,James Mangold
1737,12 Monkeys             ,,English,
1738,Keeping the Faith ,2000.0,English,Edward Norton
1739,The Borrowers ,1997.0,English,Peter Hewitt
1740,Frost/Nixon ,2008.0,English,Ron Howard
1741,Confessions of a Dangerous Mind ,2002.0,English,George Clooney
1742,Serving Sara ,2002.0,English,Reginald Hudlin
1743,The Boss ,2016.0,English,Ben Falcone
1744,Cry Freedom ,1987.0,English,Richard Attenborough
1745,Mumford ,1999.0,English,Lawrence Kasdan
1746,Seed of Chucky ,2004.0,English,Don Mancini
1747,The Jacket ,2005.0,English,John Maybury
1748,Aladdin ,1992.0,English,Ron Clements
1749,Straight Outta Compton ,2015.0,English,F. Gary Gray
1750,Indiana Jones and the Temple of Doom ,1984.0,English,Steven Spielberg
1751,The Rugrats Movie ,1998.0,English,Igor Kovalyov
1752,Along Came a Spider ,2001.0,English,Lee Tamahori
1753,Florence Foster Jenkins ,2016.0,English,Stephen Frears
1754,Once Upon a Time in Mexico ,2003.0,English,Robert Rodriguez
1755,Die Hard ,1988.0,English,John McTiernan
1756,Role Models ,2008.0,English,David Wain
1757,The Big Short ,2015.0,English,Adam McKay
1758,Taking Woodstock ,2009.0,English,Ang Lee
1759,Miracle ,2004.0,English,Gavin O'Connor
1760,Dawn of the Dead ,2004.0,English,Zack Snyder
1761,The Wedding Planner ,2001.0,English,Adam Shankman
1762,Harlock: Space Pirate ,2013.0,Japanese,Shinji Aramaki
1763,The Royal Tenenbaums ,2001.0,English,Wes Anderson
1764,Identity ,2003.0,English,James Mangold
1765,Last Vegas ,2013.0,English,Jon Turteltaub
1766,For Your Eyes Only ,1981.0,English,John Glen
1767,Serendipity ,2001.0,English,Peter Chelsom
1768,Timecop ,1994.0,English,Peter Hyams
1769,Zoolander ,2001.0,English,Ben Stiller
1770,Safe Haven ,2013.0,English,Lasse Hallström
1771,Hocus Pocus ,1993.0,English,Kenny Ortega
1772,No Reservations ,2007.0,English,Scott Hicks
1773,Kick-Ass ,2010.0,English,Matthew Vaughn
1774,30 Minutes or Less ,2011.0,English,Ruben Fleischer
1775,Dracula 2000 ,2000.0,English,Patrick Lussier
